X,Y,CCN,ADDRESS,DATE_OF_OFFENSE,TIME_OF_OFFENSE,DATE_OFFENSE_RECORDED,REPORT_YEAR,MONTH,POLICE_DISTRICT,WARD,TYPE_OF_HATE_BIAS,TARGETED_GROUP,TOP_OFFENSE_TYPE,MAR_ID,MAR_XCOORD,MAR_YCOORD,MAR_LATITUDE,MAR_LONGITUDE,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,OBJECTID,SE_ANNO_CAD_DATA
-8575444.94065908,4709949.81766221,22071551,15th St NW and V St NW,2022/05/21 04:00:00+00,1644,2022/05/21 04:00:00+00,2022,5,3D,Ward 1,Sexual Orientation,,ADW,900726,397005.47001117,138916.53001435,38.91811274,-77.03453029,,,MPD,2024/02/16 21:02:52+00,8344,
-8574220.44205591,4711811.84910414,22071912,3300 block of Georgia Ave NW,2022/05/22 04:00:00+00,1304,2022/05/22 04:00:00+00,2022,5,4D,Ward 1,Ethnicity/National Origin,Jewish,Simple Assault,812062,397959.77,140360.79,38.93112582,-77.02353043,,,MPD,2024/02/16 21:02:52+00,8345,
-8575244.51833599,4711581.60925674,22077469,3200 block of 14th St NW,2022/05/29 04:00:00+00,1830,2022/06/01 04:00:00+00,2022,6,3D,Ward 1,"Ethnicity/National Origin; Homelessness","Hispanic; Homelessness",ADW,800897,397162.06,140182.43,38.92951689,-77.03272986,,,MPD,2024/02/16 21:02:52+00,8346,
-8571746.63491062,4707202.97861804,22075848,300 block of G St NE,2022/05/29 04:00:00+00,2228,2022/05/29 04:00:00+00,2022,5,1D,Ward 6,Gender Identity/Expression,,Simple Assault,801545,399886.55,136784.49,38.89891168,-77.00130785,,,MPD,2024/02/16 21:02:52+00,8347,
-8571139.43485814,4705148.1208606,22078595,700 block of Pennsylvania Ave SE,2022/06/03 04:00:00+00,1527,2022/06/03 04:00:00+00,2022,6,1D,Ward 6,Sexual Orientation,,Damage/Defacing/Destruction of Property,804857,400359.78,135189.61,38.88454434,-76.99585329,,,MPD,2024/02/16 21:02:52+00,8348,
-8570758.16354098,4710645.20166002,22082153,2500 block of 10th St NE,2022/06/09 04:00:00+00,2000,2022/06/09 04:00:00+00,2022,6,5D,Ward 5,Sexual Orientation,,Threats,805395,400656.59,139455.5,38.92297281,-76.99242827,,,MPD,2024/02/16 21:02:52+00,8349,
-8571664.80639618,4706293.17453701,19106524,200 block of 4th St NE,2019/06/18 04:00:00+00,2130,2019/06/18 04:00:00+00,2019,6,5D,Ward 6,Gender Identity/Expression,,Simple Assault,811646,399950.31,136078.38,38.89255079,-77.00057278,,,MPD,2024/02/16 21:02:52+00,8350,
-8573761.85100111,4709245.71268209,19106766,500 block of Rhode Island Ave NW,2019/06/19 04:00:00+00,1146,2019/06/19 04:00:00+00,2019,6,3D,Ward 2,Ethnicity/National Origin,Latino/Hispanic,Threats,803669,398316.54,138369.83,38.91319137,-77.01941084,,,MPD,2024/02/16 21:02:52+00,8351,
-8569998.82558261,4708688.869303,19107406,1700 block of Montello Ave NE,2019/06/20 04:00:00+00,0902,2019/06/20 04:00:00+00,2019,6,5D,Ward 5,Sexual Orientation,,Simple Assault,808973,401248.34,137937.67,38.90929905,-76.98560702,,,MPD,2024/02/16 21:02:52+00,8352,
-8576438.18356868,4708030.96269199,19110155,1100 block of 19th ST NW,2019/06/24 04:00:00+00,1420,2019/06/24 04:00:00+00,2019,6,2D,Ward 2,Sexual Orientation,,ADW,800787,396230.99,137427.94,38.90470003,-77.04345274,,,MPD,2024/02/16 21:02:52+00,8353,
-8571914.30702274,4703767.13748841,19111376,200 block of Tingey St SE,2019/06/26 04:00:00+00,1135,2019/06/26 04:00:00+00,2019,6,1D,Ward 8,Ethnicity/National Origin,Latino/Hispanic,Threats,815914,399755.81,134117.57,38.87488703,-77.00281408,,,MPD,2024/02/16 21:02:52+00,8354,
-8574812.53164624,4707548.62699141,19112787,1200 block of I St NW,2019/06/28 04:00:00+00,1343,2019/06/28 04:00:00+00,2019,6,2D,Ward 2,Sexual Orientation,,Threats,802095,397497.55,137053.13,38.90132813,-77.02884926,,,MPD,2024/03/26 18:27:47+00,8355,
-8572677.00875989,4708166.51871943,19113775,Unit block of M St NW,2019/06/29 04:00:00+00,2054,2019/06/29 04:00:00+00,2019,6,1D,Ward 6,Sexual Orientation,,ADW,800899,399161.64,137532.28,38.90564764,-77.00966554,,,MPD,2024/02/16 21:02:52+00,8356,
-8569540.62120942,4705583.59199859,19115955,1600 block of Independence Ave SE,2019/07/02 04:00:00+00,1000,2019/07/03 04:00:00+00,2019,7,1D,Ward 7,Sexual Orientation,,Damage/Defacing/Destruction of Property,805605,401605.83004744,135527.7841232,38.88758935,-76.9814909,,,MPD,2024/02/16 21:02:52+00,8357,
-8574194.56528868,4711583.40237456,19116312,3100 block of Georgia Ave NW,2019/07/03 04:00:00+00,1947,2019/07/03 04:00:00+00,2019,7,4D,Ward 1,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,813003,397979.88,140183.57,38.92952942,-77.02329798,,,MPD,2024/02/16 21:02:52+00,8358,
-8571664.03041569,4697069.28877032,19116636,4200 block of 4th ST SE,2019/07/04 04:00:00+00,1028,2019/07/04 04:00:00+00,2019,7,7D,Ward 8,Sexual Orientation,,Threats,813557,399950.87,128916.09,38.82802987,-77.00056581,,,MPD,2024/02/16 21:02:52+00,8359,
-8575346.58113676,4706469.56315539,19118211,300 block of 15th St NW,2019/07/06 04:00:00+00,1600,2019/07/06 04:00:00+00,2019,7,2D,Ward 2,Political Affiliation,,Robbery,800891,397081.1,136215.82,38.89378405,-77.03364671,,,MPD,2024/02/16 21:02:52+00,8360,
-8575345.76018174,4711470.91823388,19118932,1400 block of Irving St NW,2019/07/07 04:00:00+00,2141,2019/07/08 04:00:00+00,2019,7,3D,Ward 1,Race,White,Simple Assault,809317,397083.17,140096.59,38.92874335,-77.03363933,,,MPD,2024/02/16 21:02:52+00,8361,
-8574820.45824425,4708754.72416666,19122014,Unit block of Logan Cir NW,2019/07/12 04:00:00+00,1638,2019/07/12 04:00:00+00,2019,7,3D,Ward 2,Race,Black,Damage/Defacing/Destruction of Property,811181,397491.67,137989.07,38.90975939,-77.02892047,,,MPD,2024/02/16 21:02:52+00,8362,
-8575992.58428303,4707634.94382294,19122794,900 block of 17th St NW,2019/07/13 04:00:00+00,1755,2019/07/13 04:00:00+00,2019,7,1D,Ward 2,Ethnicity/National Origin,Latino/Hispanic,ADW,803806,396578.06,137120.46,38.90193156,-77.03944985,,,MPD,2024/02/16 21:02:52+00,8363,
-8578236.73356443,4707729.476427,19123410,3000 block of K St NW,2019/07/14 04:00:00+00,2033,2019/07/14 04:00:00+00,2019,7,2D,Ward 2,Ethnicity/National Origin,Jewish,Displaying Symbols,801873,394829.44,137194.77,38.90259243,-77.05960938,,,MPD,2024/02/16 21:02:52+00,8364,
-8574552.3910686,4708585.0562863,19124744,1000 block of O St NW,2019/07/16 04:00:00+00,2025,2019/07/16 04:00:00+00,2019,7,3D,Ward 2,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,800010,397700.49,137857.35,38.90857338,-77.02651238,,,MPD,2024/02/16 21:02:52+00,8365,
-8575346.65355147,4706911.48176854,19127683,500 block of 15th St NW,2019/07/21 04:00:00+00,1129,2019/07/21 04:00:00+00,2019,7,2D,Ward 2,Ethnicity/National Origin,Arab/Middle Eastern,Simple Assault,807294,397081.17,136558.8,38.89687374,-77.03364736,,,MPD,2024/02/16 21:02:52+00,8366,
-8566187.2929391,4706234.14783447,19135590,3800 block of Minnesota Ave NE,2019/08/02 04:00:00+00,0320,2019/08/02 04:00:00+00,2019,8,6D,Ward 7,Gender Identity/Expression,,Robbery,804070,404219.04,136033.69,38.89213808,-76.95136745,,,MPD,2024/02/16 21:02:52+00,8367,
-8574381.26903732,4706805.31234576,19136923,900 block of E St NW,2019/08/04 04:00:00+00,0625,2019/08/04 04:00:00+00,2019,8,2D,Ward 2,Ethnicity/National Origin,Black/African,Damage/Defacing/Destruction of Property,810366,397833.44,136476.16,38.89613147,-77.02497517,,,MPD,2024/02/16 21:02:52+00,8368,
-8572789.40751958,4708584.06378381,20110164,Unit block of O St NW,2020/08/02 04:00:00+00,1018,2020/08/02 04:00:00+00,2020,8,3D,Ward 5,Sexual Orientation,,Threats,809161,399074.1,137856.3,38.90856644,-77.01067524,,,MPD,2024/02/16 21:02:52+00,8369,
-8576515.43184558,4708698.27995903,20110250,Unit block of Dupont Cir NW,2020/08/02 04:00:00+00,1500,2020/08/02 04:00:00+00,2020,8,2D,Ward 2,Sexual Orientation,,Simple Assault,810713,396171.05,137945.8,38.90936484,-77.04414667,,,MPD,2024/02/16 21:02:52+00,8370,
-8576384.96083094,4710302.49767979,20111972,1800 block of Belmont Rd NW,2020/08/05 04:00:00+00,2028,2020/08/05 04:00:00+00,2020,8,3D,Ward 1,Sexual Orientation,,Simple Assault,815376,396273.29,139190.47,38.92057768,-77.04297463,,,MPD,2024/02/16 21:02:52+00,8371,
-8575651.35015841,4716678.36152718,20114260,6100 block of 16th St NW,2020/08/10 04:00:00+00,1430,2020/08/10 04:00:00+00,2020,8,2D,Ward 4,Ethnicity/National Origin,Latino/Hispanic,Threats,800279,396846.75,144135.36,38.9651249,-77.03638449,,,MPD,2024/02/16 21:02:52+00,8372,
-8569724.41910371,4707423.73980703,20114564,800 block of Bladensburg Rd NE,2020/08/11 04:00:00+00,0711,2020/08/11 04:00:00+00,2020,8,5D,Ward 5,Sexual Orientation,,Threats,808465,401462.32,136955.95,38.90045504,-76.98314199,,,MPD,2024/02/16 21:02:52+00,8373,
-8576198.36743307,4710451.19773689,20118216,2300 block of Champlain St NW,2020/08/18 04:00:00+00,2129,2020/08/19 04:00:00+00,2020,8,3D,Ward 1,Sexual Orientation,,Threats,813215,396418.7,139305.77,38.92161694,-77.04129843,,,MPD,2024/02/16 21:02:52+00,8374,
-8564301.63998006,4705328.21124885,20118372,4700 block of C St SE,2020/08/19 04:00:00+00,0941,2020/08/19 04:00:00+00,2020,8,6D,Ward 7,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,806934,405689.07001923,135331.43548302,38.88580363,-76.93442835,,,MPD,2024/02/16 21:02:52+00,8375,
-8575008.70197263,4708738.11529641,20120522,1300 block of P St NW,2020/08/23 04:00:00+00,1601,2020/08/23 04:00:00+00,2020,8,3D,Ward 2,Sexual Orientation,,Threats,805731,397345,137976.23,38.90964329,-77.03061149,,,MPD,2024/02/16 21:02:52+00,8376,
-8574554.934253,4719058.3546355,20121378,7500 block of Georgia Ave NW,2020/08/25 04:00:00+00,1145,2020/08/25 04:00:00+00,2020,8,4D,Ward 4,Gender Identity/Expression,,Threats,800507,397700.87,145980.21,38.98174639,-77.02653522,,,MPD,2024/02/16 21:02:52+00,8377,
-8565773.19085663,4706880.3208988,20121347,4000 block of Minnesota Ave NE,2020/08/25 04:00:00+00,1057,2020/08/25 04:00:00+00,2020,8,6D,Ward 7,Gender Identity/Expression,,Threats,816435,404541.47,136535.38,38.89665588,-76.94764751,,,MPD,2024/02/16 21:02:52+00,8378,
-8575449.64608441,4708029.75035348,20124652,1100 block of 15th St NW,2020/08/31 04:00:00+00,2224,2020/08/31 04:00:00+00,2020,8,2D,Ward 2,Sexual Orientation,,ADW,806141,397001.24,137426.67,38.90469156,-77.03457256,,,MPD,2024/02/16 21:02:52+00,8379,
-8571589.2368251,4697584.29722285,20125104,400 block of Condon Ter SE,2020/09/01 04:00:00+00,2041,2020/09/01 04:00:00+00,2020,9,7D,Ward 8,Sexual Orientation,,Threats,809255,400009.21,129316.16,38.83163389,-76.99989393,,,MPD,2024/02/16 21:02:52+00,8380,
-8574489.05193623,4712893.06027629,20126270,900 block of Randolph St NW,2020/09/04 04:00:00+00,0924,2020/09/04 04:00:00+00,2020,9,4D,Ward 4,Race,Black,Threats,801436,397750.79,141199.53,38.93868093,-77.02594339,,,MPD,2024/02/16 21:02:52+00,8381,
-8569963.22390344,4708915.96398074,20127423,1800 block of West Virginia Ave NE,2020/09/06 04:00:00+00,1216,2020/09/06 04:00:00+00,2020,9,5D,Ward 5,Gender Identity/Expression,,Simple Assault,809754,401276.05,138113.89,38.91088646,-76.9852872,,,MPD,2024/02/16 21:02:52+00,8382,
-8574669.02283706,4709790.45660157,20129748,1100 block of U St NW,2020/09/10 04:00:00+00,2310,2020/09/11 04:00:00+00,2020,9,3D,Ward 1,Gender Identity/Expression,,ADW,812182,397609.9,138792.68,38.91699891,-77.0275601,,,MPD,2024/02/16 21:02:52+00,8383,
-8574696.52070749,4715173.73221291,20130981,5400 block of Georgia Ave NW,2020/09/13 04:00:00+00,1302,2020/09/13 04:00:00+00,2020,9,4D,Ward 4,Ethnicity/National Origin,Latino/Hispanic,Damage/Defacing/Destruction of Property,805640,397589.75,142968.38,38.9546148,-77.02780712,,,MPD,2024/02/16 21:02:52+00,8384,
-8572610.61015658,4707960.42055423,22083267,1100 block of North Capitol St NE,2022/06/11 04:00:00+00,2230,2022/06/11 04:00:00+00,2022,6,5D,Ward 6,Gender Identity/Expression,,Simple Assault,811622,399213.36,137372.34,38.9042069,-77.00906907,,,MPD,2024/02/16 21:02:52+00,8385,
-8579508.80631722,4710172.13744187,22083618,2200 block of Wisconsin Ave NW,2022/06/12 04:00:00+00,1657,2022/06/12 04:00:00+00,2022,6,2D,Ward 3,Ethnicity/National Origin,Asian,Simple Assault,806639,393839.71,139090.85,38.91966658,-77.0710366,,,MPD,2024/02/16 21:02:52+00,8386,
-8564921.09028737,4708734.97720295,22084642,4400 block of Polk St NE,2022/06/13 04:00:00+00,1500,2022/06/14 04:00:00+00,2022,6,6D,Ward 7,Race,Black,Damage/Defacing/Destruction of Property,802068,405204.54,137975.06,38.90962135,-76.93999296,,,MPD,2024/02/16 21:02:52+00,8387,
-8579834.95861459,4714847.39522287,22084137,3800 block of Fort Dr NW,2022/06/13 04:00:00+00,1658,2022/06/13 04:00:00+00,2022,6,2D,Ward 3,Ethnicity/National Origin,Jewish,Stalking,804558,393588.57,142717.54,38.95233508,-77.07396648,,,MPD,2024/02/16 21:02:52+00,8388,
-8568726.37698669,4707571.91004748,22092979,800 block of 21st St NE,2022/06/13 04:00:00+00,1937,2022/06/30 04:00:00+00,2022,6,5D,Ward 5,Sexual Orientation,,Threats,805661,402239.99,137071.12,38.9014909,-76.97417642,,,MPD,2024/02/16 21:02:52+00,8389,
-8569547.57635184,4699714.30890111,22085573,1500 block of Alabama Ave SE,2022/06/16 04:00:00+00,0832,2022/06/16 04:00:00+00,2022,6,7D,Ward 8,Gender Identity/Expression,,Simple Assault,805076,401601.33,130970.75,38.84653773,-76.98155338,,,MPD,2024/02/16 21:02:52+00,8390,
-8570830.79301828,4710865.2228877,22085652,800 block of Evarts St NE,2022/06/16 04:00:00+00,1041,2022/06/16 04:00:00+00,2022,6,5D,Ward 5,Gender Identity/Expression,,Threats,810418,400600,139626.19,38.92451048,-76.99308071,,,MPD,2024/02/16 21:02:52+00,8391,
-8568726.09326369,4707048.40766798,22088005,600 block of 21st St NE,2022/06/20 04:00:00+00,1840,2022/06/20 04:00:00+00,2022,6,5D,Ward 7,Sexual Orientation,,Simple Assault,806553,402240.32601603,136664.84614026,38.89783104,-76.97417387,,,MPD,2024/02/16 21:02:52+00,8392,
-8568157.97300084,4701335.44950292,22093834,2500 block of Alabama Ave SE,2022/07/01 04:00:00+00,1505,2022/07/01 04:00:00+00,2022,7,7D,Ward 8,Sexual Orientation,,Threats,807964,402684.54,132229.99,38.85787887,-76.96907037,,,MPD,2024/02/16 21:02:52+00,8393,
-8568725.48083087,4707245.35064768,22097395,700 block of 21st St NE,2022/07/02 04:00:00+00,0736,2022/07/02 04:00:00+00,2022,7,5D,Ward 5,Gender Identity/Expression,,Threats,802896,402240.76,136817.69,38.89920791,-76.97416837,,,MPD,2024/02/16 21:02:52+00,8394,
-8573708.17810442,4707406.72393677,22094700,800 block of 5th St NW,2022/07/03 04:00:00+00,0808,2022/07/03 04:00:00+00,2022,7,1D,Ward 6,Sexual Orientation,,Simple Assault,801612,398358.06,136942.78,38.90033609,-77.01892869,,,MPD,2024/02/16 21:02:52+00,8395,
-8575158.14714221,4707806.37140409,22098196,1000 block of 14th St NW,2022/07/09 04:00:00+00,2049,2022/07/09 04:00:00+00,2022,7,2D,Ward 2,Sexual Orientation,,Simple Assault,804807,397228.31,137253.24,38.90312998,-77.03195398,,,MPD,2024/02/16 21:02:52+00,8396,
-8575252.49509758,4706715.71829333,22100290,1400 block of Pennsylvania Ave NW,2022/07/13 04:00:00+00,1925,2022/07/13 04:00:00+00,2022,7,2D,Ward 2,Ethnicity/National Origin,Ethiopian,Simple Assault,801449,397154.49,136406.84,38.89550507,-77.03280152,,,MPD,2024/02/16 21:02:52+00,8397,
-8571139.43485814,4705148.1208606,22101829,700 block of Pennsylvania Ave SE,2022/07/16 04:00:00+00,1752,2022/07/16 04:00:00+00,2022,7,1D,Ward 6,Gender Identity/Expression,,Simple Assault,804857,400359.78,135189.61,38.88454434,-76.99585329,,,MPD,2024/02/16 21:02:52+00,8398,
-8570081.18897659,4702507.80105989,22103742,1300 block of U St SE,2022/07/20 04:00:00+00,1312,2022/07/20 04:00:00+00,2022,7,7D,Ward 8,Sexual Orientation,,Simple Assault,813394,401184.88537505,133139.92632899,38.86607925,-76.98634691,,,MPD,2024/02/16 21:02:52+00,8399,
-8571929.87790731,4704070.06428262,22104216,1100 block of 2nd Pl SE,2022/07/21 04:00:00+00,0930,2022/07/21 04:00:00+00,2022,7,1D,Ward 8,Political Affiliation,,Simple Assault,811711,399743.68,134352.74,38.87700553,-77.00295395,,,MPD,2024/02/16 21:02:52+00,8400,
-8575028.18159288,4709949.81272057,22105091,1300 block of V St NW,2022/07/22 04:00:00+00,2216,2022/07/23 04:00:00+00,2022,7,3D,Ward 1,Gender Identity/Expression,,Simple Assault,810147,397330.14,138916.41,38.9181127,-77.03078648,,,MPD,2024/02/16 21:02:52+00,8401,
-8576839.96898184,4708140.55501013,22104668,2100 block of M St NW,2022/07/22 04:00:00+00,0245,2022/07/22 04:00:00+00,2022,7,2D,Ward 2,Race,Black,ADW,815021,395917.97,137513.14,38.90546615,-77.04706204,,,MPD,2024/02/16 21:02:52+00,8402,
-8573402.19527824,4706891.90130043,22107329,500 block of 4th St NW,2022/07/27 04:00:00+00,1156,2022/07/27 04:00:00+00,2022,7,1D,Ward 6,Race,Black,Simple Assault,800109,398596.42,136543.19,38.89673685,-77.01618,,,MPD,2024/02/16 21:02:52+00,8403,
-8578066.54285968,4712341.1205027,22109009,3400 block of Connecticut Ave NW,2022/07/30 04:00:00+00,1520,2022/07/30 04:00:00+00,2022,7,2D,Ward 3,Sexual Orientation,,Simple Assault,803643,394964.33,140772.69,38.93482428,-77.05808053,,,MPD,2024/02/16 21:02:52+00,8404,
-8574270.23095685,4708280.52797187,22113098,1200 block of 9th St NW,2022/08/07 04:00:00+00,1033,2022/08/07 04:00:00+00,2022,8,3D,Ward 2,Ethnicity/National Origin,Mexican,Simple Assault,801626,397920.27,137620.98,38.90644462,-77.02397769,,,MPD,2024/02/16 21:02:52+00,8405,
-8574040.61783746,4709268.17734614,22113288,1700 block of 7th St NW,2022/08/07 04:00:00+00,1743,2022/08/07 04:00:00+00,2022,8,3D,Ward 2,Sexual Orientation,,Simple Assault,811043,398099.36,138387.31,38.91334839,-77.02191505,,,MPD,2024/02/16 21:02:52+00,8406,
-8569566.4527191,4699970.88192807,22113952,1500 block of Tubman Rd SE,2022/08/08 04:00:00+00,2226,2022/08/09 04:00:00+00,2022,8,7D,Ward 8,Gender Identity/Expression,,Threats,815448,401586.57,131170.01,38.84833278,-76.98172295,,,MPD,2024/02/16 21:02:52+00,8407,
-8568259.34019438,4701360.46290669,22114800,2400 block of 25th St SE,2022/08/10 04:00:00+00,1520,2022/08/10 04:00:00+00,2022,8,7D,Ward 8,Sexual Orientation,,Simple Assault,812439,402605.49827237,132249.38696816,38.85805384,-76.96998096,,,MPD,2024/02/16 21:02:52+00,8408,
-8570594.86116614,4711943.08677112,22116821,3400 block of 12th St NE,2022/08/14 04:00:00+00,1641,2022/08/14 04:00:00+00,2022,8,5D,Ward 5,Religion,Catholic,Damage/Defacing/Destruction of Property,806544,400783.7,140462.37,38.93204291,-76.9909613,,,MPD,2024/02/16 21:02:52+00,8409,
-8570594.86116614,4711943.08677112,22117137,3400 block of 12th St NE,2022/08/15 04:00:00+00,1042,2022/08/15 04:00:00+00,2022,8,5D,Ward 5,Religion,Catholic,Burglary,806544,400783.7,140462.37,38.93204291,-76.9909613,,,MPD,2024/02/16 21:02:52+00,8410,
-8575049.37470763,4710899.99584095,20133457,1300 block of Fairmont St NW,2020/09/18 04:00:00+00,1130,2020/09/18 04:00:00+00,2020,9,3D,Ward 1,Sexual Orientation,,Threats,804659,397313.88,139653.6,38.9247535,-77.03097686,,,MPD,2024/02/16 21:02:52+00,8411,
-8575649.72871945,4717350.5857884,20136564,6600 block of 16th St NW,2020/09/24 04:00:00+00,1422,2020/09/24 04:00:00+00,2020,9,4D,Ward 4,Race,Black,Simple Assault,812690,396848.22,144656.56,38.96982001,-77.03636993,,,MPD,2024/02/16 21:02:52+00,8412,
-8573556.68023899,4707329.06752468,20137693,400 block of H St NW,2020/09/26 04:00:00+00,1959,2020/09/26 04:00:00+00,2020,9,1D,Ward 6,Race,Black,Simple Assault,802812,398476.1,136882.49,38.89979319,-77.01756776,,,MPD,2024/02/16 21:02:52+00,8413,
-8573949.91578796,4715431.08155907,20138100,600 block of Kennedy St NW,2020/09/27 04:00:00+00,1440,2020/09/27 04:00:00+00,2020,9,4D,Ward 4,Gender Identity/Expression,,Simple Assault,808391,398171.13,143167.79,38.95641254,-77.02110025,,,MPD,2024/02/16 21:02:52+00,8414,
-8574343.34295541,4709790.09900187,20138274,900 block of U St NW,2020/09/27 04:00:00+00,2225,2020/09/27 04:00:00+00,2020,9,3D,Ward 1,Sexual Orientation,,Simple Assault,813703,397863.62,138792.33,38.91699641,-77.02463447,,,MPD,2024/02/16 21:02:52+00,8415,
-8573203.80892267,4704145.71129489,20139106,200 block of L St SW,2020/09/29 04:00:00+00,1208,2020/09/29 04:00:00+00,2020,9,1D,Ward 6,Sexual Orientation,,Threats,809775,398750.68,134411.56,38.87753455,-77.01439787,,,MPD,2024/02/16 21:02:52+00,8416,
-8575302.90318776,4708739.30067432,20140286,1400 block of P St NW,2020/10/01 04:00:00+00,1629,2020/10/01 04:00:00+00,2020,10,2D,Ward 2,Sexual Orientation,,Threats,815289,397115.78,137977.23,38.90965158,-77.03325434,,,MPD,2024/02/16 21:02:52+00,8417,
-8577614.82387456,4708110.63996426,20142177,2500 block of M St NW,2020/10/03 04:00:00+00,1630,2020/10/05 04:00:00+00,2020,10,2D,Ward 2,Ethnicity/National Origin,Jewish,Displaying Symbols,801191,395314.21,137490.26,38.90525702,-77.05402268,,,MPD,2024/02/16 21:02:52+00,8418,
-8571589.2368251,4697584.29722285,20141735,400 block of Condon Ter SE,2020/10/04 04:00:00+00,0905,2020/10/04 04:00:00+00,2020,10,7D,Ward 8,Gender Identity/Expression,,Simple Assault,809255,400009.21,129316.16,38.83163389,-76.99989393,,,MPD,2024/02/16 21:02:52+00,8419,
-8569779.40701928,4707293.36134809,20142314,700 block of 15th St NE,2020/10/05 04:00:00+00,1232,2020/10/05 04:00:00+00,2020,10,5D,Ward 6/Ward 7,Ethnicity/National Origin,Black/African,ADW,800794,401419.49,136854.76,38.89954356,-76.98363595,,,MPD,2024/10/08 19:10:01+00,8420,
-8576558.93132629,4713220.49191929,20143489,1900 block of Upshur St NW,2020/10/07 04:00:00+00,1657,2020/10/07 04:00:00+00,2020,10,4D,Ward 4,Race,Black,Threats,814539,396138.87,141454.12,38.94096875,-77.04453743,,,MPD,2024/02/16 21:02:52+00,8421,
-8574971.76476555,4711812.16815689,20144486,1300 block of Park Rd NW,2020/10/09 04:00:00+00,1505,2020/10/09 04:00:00+00,2020,10,3D,Ward 1,Sexual Orientation,,Threats,802061,397374.57,140361.21,38.93112805,-77.03027968,,,MPD,2024/02/16 21:02:52+00,8422,
-8570632.55448315,4712772.86960433,20144337,1100 block of Michigan Ave NE,2020/10/09 04:00:00+00,0913,2020/10/09 04:00:00+00,2020,10,4D,Ward 5,Race,Black,Displaying Symbols,811071,400754.28,141106.02,38.93784112,-76.9912999,,,MPD,2024/02/16 21:02:52+00,8423,
-8580367.00088954,4714340.1783834,20181259,4500 block of 40th St NW,2020/10/12 04:00:00+00,1500,2020/12/22 05:00:00+00,2020,12,2D,Ward 3,Gender Identity/Expression,,Threats,805604,393173.95,142324.53,38.94879161,-77.07874589,,,MPD,2024/02/16 21:02:52+00,8424,
-8564672.23377158,4706103.0467379,20146873,100 block of 45th St NE,2020/10/14 04:00:00+00,0400,2020/10/14 04:00:00+00,2020,10,6D,Ward 7,Sexual Orientation,,Simple Assault,801314,405399.82355496,135932.65215558,38.89122144,-76.93775745,,,MPD,2024/02/16 21:02:52+00,8425,
-8572982.2302928,4696608.89252512,20147561,4600 block of Martin Luther King Jr Ave SW,2020/10/15 04:00:00+00,1210,2020/10/15 04:00:00+00,2020,10,7D,Ward 8,Sexual Orientation,,Simple Assault,810760,398922.6,128558.5,38.82480788,-77.0124074,,,MPD,2024/02/16 21:02:52+00,8426,
-8570837.41606276,4710537.00007338,20148268,900 block of Rhode Island Ave NE,2020/10/16 04:00:00+00,1707,2020/10/16 04:00:00+00,2020,10,5D,Ward 5,Gender Identity/Expression,,Simple Assault,814008,400594.86,139371.55,38.9222166,-76.9931402,,,MPD,2024/02/16 21:02:52+00,8427,
-8576015.21725312,4710886.08619544,20148749,1700 block of Columbia Rd NW,2020/10/17 04:00:00+00,1749,2020/10/17 04:00:00+00,2020,10,3D,Ward 1,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,800952,396561.52,139643.1,38.92465629,-77.03965317,,,MPD,2024/02/16 21:02:52+00,8428,
-8574733.15322762,4715899.21061666,20148890,5800 block of Georgia Ave NW,2020/10/17 04:00:00+00,2210,2020/10/17 04:00:00+00,2020,10,4D,Ward 4,Sexual Orientation,,Simple Assault,809007,397561.4,143530.96,38.95968259,-77.02813619,,,MPD,2024/02/16 21:02:52+00,8429,
-8577639.46216317,4709471.58957732,20150812,2500 block of Massachusetts Ave NW,2020/10/21 04:00:00+00,1538,2020/10/21 04:00:00+00,2020,10,2D,Ward 2,Race,Black,Damage/Defacing/Destruction of Property,805311,395295.64,138546.31,38.91477018,-77.054244,,,MPD,2024/02/16 21:02:52+00,8430,
-8571131.41322515,4707717.86609036,20160241,700 block of K St NE,2020/11/09 05:00:00+00,0229,2020/11/09 05:00:00+00,2020,11,5D,Ward 6,Gender Identity/Expression,,ADW,809938,400365.94,137184.08,38.90251126,-76.99578122,,,MPD,2024/02/16 21:02:52+00,8431,
-8576912.76667241,4708737.19190964,20160871,2100 block of P ST NW,2020/11/10 05:00:00+00,0941,2020/11/10 05:00:00+00,2020,11,2D,Ward 2,Ethnicity/National Origin,Chinese,Simple Assault,807038,395861.49,137976.15,38.90963684,-77.04771599,,,MPD,2024/02/16 21:02:52+00,8432,
-8574552.60823979,4707117.67391001,20163102,1000 block of G St NW,2020/11/14 05:00:00+00,1615,2020/11/14 05:00:00+00,2020,11,2D,Ward 2,Political Affiliation,,Simple Assault,800330,397699.99,136718.62,38.8983153,-77.02651433,,,MPD,2024/02/16 21:02:52+00,8433,
-8575669.78185958,4707469.16176368,20163515,800 block of 16th St NW,2020/11/15 05:00:00+00,1600,2020/11/15 05:00:00+00,2020,11,2D,Ward 2,Political Affiliation,,Simple Assault,813038,396829.54,136991.7,38.90077259,-77.03655007,,,MPD,2024/02/16 21:02:52+00,8434,
