X,Y,CCN,ADDRESS,DATE_OF_OFFENSE,TIME_OF_OFFENSE,DATE_OFFENSE_RECORDED,REPORT_YEAR,MONTH,POLICE_DISTRICT,WARD,TYPE_OF_HATE_BIAS,TARGETED_GROUP,TOP_OFFENSE_TYPE,MAR_ID,MAR_XCOORD,MAR_YCOORD,MAR_LATITUDE,MAR_LONGITUDE,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,OBJECTID,SE_ANNO_CAD_DATA
-8571146.73478786,4700306.37552195,12153620,2700 block of Martin Luther King Jr Ave SE,2012/10/30 04:00:00+00,1230,2012/10/30 04:00:00+00,2012,10,7D,Ward 8,Sexual Orientation,,Simple Assault,802612,400354.25833428,131430.4068714,38.8506799,-76.99591886,,,MPD,2024/02/16 21:02:52+00,7917,
-8571367.71120135,4710826.34782127,12156229,600 block of Edgewood St NE,2012/11/05 05:00:00+00,1954,2012/11/05 05:00:00+00,2012,11,5D,Ward 5,Sexual Orientation,,Simple Assault,804594,400181.76,139596.01,38.92423879,-76.99790392,,,MPD,2024/02/16 21:02:52+00,7918,
-8575251.59668574,4707719.51212287,12162862,1400 block of K St NW,2012/11/19 05:00:00+00,1452,2012/11/19 05:00:00+00,2012,11,2D,Ward 2,Race,Black,Simple Assault,805270,397155.47,137185.86,38.90252277,-77.03279345,,,MPD,2024/02/16 21:02:52+00,7919,
-8570296.02130957,4708141.04103509,12164492,Montello Ave NE and Oates St NE,2012/11/23 05:00:00+00,1000,2012/11/23 05:00:00+00,2012,11,5D,Ward 5,Sexual Orientation,,Robbery,905902,401016.8399989,137512.53001304,38.90546954,-76.98827677,,,MPD,2024/02/16 21:02:52+00,7920,
-8573537.7641752,4709694.70414652,12171834,1900 block of 4th ST NW,2012/12/07 05:00:00+00,1900,2012/12/08 05:00:00+00,2012,12,3D,Ward 1,Race,Black,Damage/Defacing/Destruction of Property,809359,398491.19,138718.17,38.91632965,-77.01739784,,,MPD,2024/02/16 21:02:52+00,7921,
-8575035.00313114,4716184.05850237,12173827,1300 block of Missouri Ave NW,2012/12/12 05:00:00+00,1746,2012/12/12 05:00:00+00,2012,12,4D,Ward 4,Sexual Orientation,,Robbery,808087,397326.46,143751.91,38.96167228,-77.03084775,,,MPD,2024/02/16 21:02:52+00,7922,
-8580009.77727833,4716241.40069249,13000464,3800 block of Legation St NW,2013/01/02 05:00:00+00,1324,2013/01/02 05:00:00+00,2013,1,2D,Ward 3,Religion,Jewish,Damage/Defacing/Destruction of Property,806248,393453.34,143798.63,38.96207282,-77.0755369,,,MPD,2024/02/16 21:02:52+00,7923,
-8579139.16724024,4715828.22861792,13000847,5300 block of Nebraska Ave NW,2013/01/02 05:00:00+00,1600-0915,2013/01/03 05:00:00+00,2013,1,2D,Ward 3,Religion,Jewish,Damage/Defacing/Destruction of Property,811886,394130.92,143477.72,38.95918677,-77.06771608,,,MPD,2024/02/16 21:02:52+00,7924,
-8563897.29206311,4704587.10867217,13001980,5000 block of G St SE,2013/01/05 05:00:00+00,1952,2013/01/05 05:00:00+00,2013,1,6D,Ward 7,Gender Identity/Expression,,ADW,815559,406004.65,134756.39,38.8806213,-76.93079603,,,MPD,2024/02/16 21:02:52+00,7925,
-8575244.51833599,4711581.60925674,13005159,3100 block of 14th St NW,2013/01/12 05:00:00+00,1500,2013/01/12 05:00:00+00,2013,1,3D,Ward 1,Sexual Orientation,,Simple Assault,800897,397162.06,140182.43,38.92951689,-77.03272986,,,MPD,2024/02/16 21:02:52+00,7926,
-8575775.43790826,4709162.39409631,17200228,1600 block of R St NW,2017/11/19 05:00:00+00,0318,2017/11/19 05:00:00+00,2017,11,3D,Ward 2,Sexual Orientation,,Simple Assault,812936,396747.75,138305.67,38.91260899,-77.03749919,,,MPD,2024/02/16 21:02:52+00,7927,
-8574343.34295541,4709790.09900187,17200709,900 block of U St NW,2017/11/20 05:00:00+00,0051,2017/11/20 05:00:00+00,2017,11,3D,Ward 1,Sexual Orientation,,ADW,813703,397863.62,138792.33,38.91699641,-77.02463447,,,MPD,2024/02/16 21:02:52+00,7928,
-8573209.60652286,4707718.67684795,17201401,200 block of K St NW,2017/11/21 05:00:00+00,0940,2017/11/21 05:00:00+00,2017,11,1D,Ward 6,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,810843,398746.6,137184.8,38.90251693,-77.01444995,,,MPD,2024/02/16 21:02:52+00,7929,
-8573762.93423534,4707331.5768837,17206791,500 block of H St NW,2017/11/23 05:00:00+00,1500,2017/11/30 05:00:00+00,2017,11,1D,Ward 2,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,800244,398315.38,136884.47,38.89981073,-77.01942057,,,MPD,2024/02/16 21:02:52+00,7930,
-8577696.43237684,4708642.02945675,17203063,1400 block of 26th St NW,2017/11/23 05:00:00+00,0830,2017/11/24 05:00:00+00,2017,11,2D,Ward 2,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,803613,395250.87,137902.65,38.90897164,-77.05475578,,,MPD,2024/02/16 21:02:52+00,7931,
-8580480.06548635,4710405.83780122,17203090,2300 block of 40th Pl NW,2017/11/23 05:00:00+00,2230,2017/11/24 05:00:00+00,2017,11,2D,Ward 3,Race,Black,Damage/Defacing/Destruction of Property,812367,393083.24,139272.79,38.92129992,-77.07976157,,,MPD,2024/02/16 21:02:52+00,7932,
-8574269.28749301,4708844.30960958,17203324,1500 block of 9th St NW,2017/11/24 05:00:00+00,1947,2017/11/24 05:00:00+00,2017,11,3D,Ward 2,Ethnicity/National Origin,Arab/Middle Eastern,Simple Assault,808547,397921.12,138058.46,38.9103856,-77.02396922,,,MPD,2024/02/16 21:02:52+00,7933,
-8573738.75067383,4707547.8670599,17204268,500 block of I St NW,2017/11/26 05:00:00+00,1348,2017/11/26 05:00:00+00,2017,11,1D,Ward 6,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,801981,398334.26,137052.32,38.90132282,-77.01920333,,,MPD,2024/02/16 21:02:52+00,7934,
-8573514.59445669,4707433.52576826,17204180,400 block of Massachusetts Ave NW,2017/11/26 05:00:00+00,0855,2017/11/26 05:00:00+00,2017,11,1D,Ward 6,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,806146,398508.91,136963.55,38.90052346,-77.0171897,,,MPD,2024/02/16 21:02:52+00,7935,
-8574040.72539029,4707571.16064923,17204700,900 block of 7th St NW,2017/11/27 05:00:00+00,1041,2017/11/27 05:00:00+00,2017,11,1D,Ward 2,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,814494,398098.96,137070.45,38.90148566,-77.02191601,,,MPD,2024/02/16 21:02:52+00,7936,
-8574386.07644426,4707822.08953234,17206400,900 block of Massachusetts Ave NW,2017/11/29 05:00:00+00,1731,2017/11/29 05:00:00+00,2017,11,2D,Ward 2,Race,Black,Damage/Defacing/Destruction of Property,812637,397829.91,137265.25,38.90323987,-77.02501835,,,MPD,2024/02/16 21:02:52+00,7937,
-8570837.41606276,4710537.00007338,17207984,900 block of Rhode Island Ave NE,2017/12/02 05:00:00+00,1254,2017/12/02 05:00:00+00,2017,12,5D,Ward 5,Ethnicity/National Origin,Unspecified,Simple Assault,814008,400594.86,139371.55,38.9222166,-76.9931402,,,MPD,2024/02/16 21:02:52+00,7938,
-8564459.49755393,4706078.79690769,17207852,100 block of 46th Pl NE,2017/12/02 05:00:00+00,0544,2017/12/02 05:00:00+00,2017,12,6D,Ward 7,Sexual Orientation,,Simple Assault,814357,405565.62829112,135913.94524356,38.89105188,-76.93584641,,,MPD,2024/02/16 21:02:52+00,7939,
-8572608.34688993,4709214.31802656,17210790,1700 block of North Capitol St NE,2017/12/06 05:00:00+00,2340,2017/12/07 05:00:00+00,2017,12,5D,Ward 5,Race,Black,ADW,800093,399215.22,138345.33,38.91297193,-77.00904874,,,MPD,2024/02/16 21:02:52+00,7940,
-8571746.82547962,4705466.34055717,17211297,300 block of Pennsylvania Ave SE,2017/12/07 05:00:00+00,1950,2017/12/07 05:00:00+00,2017,12,1D,Ward 6,Race,Black,Simple Assault,809147,399886.38214185,135436.61119512,38.88676949,-77.00130957,,,MPD,2024/02/16 21:02:52+00,7941,
-8573247.05833011,4706705.96123973,17214121,400 block of 2nd St NW,2017/12/12 05:00:00+00,1912,2017/12/12 05:00:00+00,2017,12,1D,Ward 6,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,279729,398717.29,136398.86,38.89543686,-77.01478638,,,MPD,2024/02/16 21:02:52+00,7942,
-8575228.97956657,4711389.13115709,17215419,3000 block of 14th ST NW,2017/12/14 05:00:00+00,2316,2017/12/13 05:00:00+00,2017,12,3D,Ward 1,Sexual Orientation,,ADW,806449,397174.11,140033.11,38.9281718,-77.03259028,,,MPD,2024/02/16 21:02:52+00,7943,
-8579153.25759101,4708145.21417717,17217042,1200 block of 34th St NW,2017/12/17 05:00:00+00,0940,2017/12/17 05:00:00+00,2017,12,2D,Ward 2,Race,Black,Damage/Defacing/Destruction of Property,808214,394115.52,137517.89,38.90549872,-77.06784266,,,MPD,2024/02/16 21:02:52+00,7944,
-8575795.69095796,4719654.39911067,17220567,1600 block of Kalmia RD NW,2017/12/23 05:00:00+00,1600,2017/12/23 05:00:00+00,2017,12,4D,Ward 4,Race,Black,Threats,806432,396735.33,146442.58,38.98590846,-77.03768113,,,MPD,2024/02/16 21:02:52+00,7945,
-8570299.74348036,4706326.93793671,17220499,200 block of 13th ST NE,2017/12/23 05:00:00+00,1300,2017/12/23 05:00:00+00,2017,12,1D,Ward 6,Race,Black,Damage/Defacing/Destruction of Property,810318,401014.12,136104.65,38.89278685,-76.98831021,,,MPD,2024/02/16 21:02:52+00,7946,
-8570586.56947264,4704858.62123293,17222427,1100 block of Pennsylvania Ave SE,2017/12/27 05:00:00+00,2140,2017/12/27 05:00:00+00,2017,12,1D,Ward 6,Ethnicity/National Origin,Arab/Middle Eastern,ADW,800670,400790.70681469,134964.91916268,38.88251996,-76.99088681,,,MPD,2024/02/16 21:02:52+00,7947,
-8566281.60593827,4702321.20162631,17223754,2000 block of 38th ST SE,2017/12/30 05:00:00+00,1610,2017/12/30 05:00:00+00,2017,12,6D,Ward 7,Race,Black,Damage/Defacing/Destruction of Property,809490,404147.13,132996.04,38.86477408,-76.95221468,,,MPD,2024/02/16 21:02:52+00,7948,
-8569501.21930965,4698343.28321245,18006370,1300 block of Southern Ave SE,2017/12/31 05:00:00+00,1400,2018/01/13 05:00:00+00,2018,1,7D,Ward 8,Gender Identity/Expression,,Sexual Abuse,808913,401637.7,129905.89,38.83694492,-76.98113695,,,MPD,2024/02/16 21:02:52+00,7949,
-8569795.8728307,4707940.68429006,18009204,1400 block of Staples St NE,2018/01/17 05:00:00+00,1903,2018/01/17 05:00:00+00,2018,1,5D,Ward 5,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,811530,401406.57,137357.11,38.90406893,-76.98378386,,,MPD,2024/02/16 21:02:52+00,7950,
-8571742.18629516,4696865.72734643,18009754,300 block of Livingston Ter SE,2018/01/18 05:00:00+00,1838,2018/01/18 05:00:00+00,2018,1,7D,Ward 8,Gender Identity/Expression,,Simple Assault,802041,399889.90473385,128757.95403692,38.8266053,-77.00126789,,,MPD,2024/02/16 21:02:52+00,7951,
-8575244.51833599,4711581.60925674,18009995,3100 block of 14th St NW,2018/01/19 05:00:00+00,0446,2018/01/19 05:00:00+00,2018,1,3D,Ward 1,Sexual Orientation,,Simple Assault,800897,397162.06,140182.43,38.92951689,-77.03272986,,,MPD,2024/02/16 21:02:52+00,7952,
-8574669.09671565,4708841.02599547,18010118,1100 block of Rhode Island Ave NW,2018/01/19 05:00:00+00,1202,2018/01/19 05:00:00+00,2018,1,3D,Ward 2,Sexual Orientation,,Damage/Defacing/Destruction of Property,814136,397609.62,138056,38.91036264,-77.02756077,,,MPD,2024/02/16 21:02:52+00,7953,
-8574610.56730529,4707225.08140621,18010652,700 block of 11th St NW,2018/01/20 05:00:00+00,0258,2018/01/20 05:00:00+00,2018,1,2D,Ward 2,Sexual Orientation,,Simple Assault,812220,397654.85,136801.99,38.8990662,-77.02703499,,,MPD,2024/02/16 21:02:52+00,7954,
-8569700.55395926,4706709.71780883,18015847,1500 block of Isherwood St NE,2018/01/28 05:00:00+00,2004,2018/01/28 05:00:00+00,2018,1,5D,Ward 7,Sexual Orientation,,ADW,809407,401481.02,136401.81,38.89546312,-76.9829276,,,MPD,2024/02/16 21:02:52+00,7955,
-8577378.87664313,4710820.76959092,18016303,2600 block of Connecticut Ave NW,2018/01/29 05:00:00+00,1632,2018/01/29 05:00:00+00,2018,1,2D,Ward 3,Race,White,Simple Assault,807493,395499.25,139592.96,38.92419981,-77.05190312,,,MPD,2024/02/16 21:02:52+00,7956,
-8569484.62593072,4700146.06107651,18017482,3200 block of Stanton Rd SE,2018/01/31 05:00:00+00,1816,2018/02/01 05:00:00+00,2018,2,7D,Ward 8,Race,White,ADW,815443,401650.35,131306.07,38.84955835,-76.98098789,,,MPD,2024/02/16 21:02:52+00,7957,
-8566253.9116562,4706118.4975093,18018660,3700 block of Minnesota Ave NE,2018/02/02 05:00:00+00,1330,2018/02/02 05:00:00+00,2018,2,6D,Ward 7,Gender Identity/Expression,,ADW,801740,404167.17,135943.9,38.89132947,-76.9519659,,,MPD,2024/02/16 21:02:52+00,7958,
-8568830.58681873,4709831.59283972,18018893,1800 block of New York Ave NE,2018/02/03 05:00:00+00,0203,2018/02/03 05:00:00+00,2018,2,5D,Ward 5,Sexual Orientation,,ADW,813064,402158.31,138824.53,38.91728642,-76.97511255,,,MPD,2024/02/16 21:02:52+00,7959,
-8569811.87814916,4709469.72757525,18025351,1400 block of Okie St NE,2018/02/14 05:00:00+00,0710,2018/02/14 05:00:00+00,2018,2,5D,Ward 5,Sexual Orientation,,Threats,816601,401393.89,138543.59,38.91475717,-76.98392764,,,MPD,2024/02/16 21:02:52+00,7960,
-8570541.28399995,4711081.74941815,18027375,2800 block of 12th St NE,2018/02/17 05:00:00+00,2323,2018/02/18 05:00:00+00,2018,2,5D,Ward 5,Ethnicity/National Origin,Asian,Simple Assault,812797,400825.5,139794.19,38.92602369,-76.99048,,,MPD,2024/02/16 21:02:52+00,7961,
-8574386.07644426,4707822.08953234,18028707,900 block of Massachusetts Ave NW,2018/02/20 05:00:00+00,1245,2018/02/18 05:00:00+00,2018,2,3D,Ward 2,Gender Identity/Expression,,Simple Assault,812637,397829.91,137265.25,38.90323987,-77.02501835,,,MPD,2024/02/16 21:02:52+00,7962,
-8571545.57573585,4708242.47772483,18030040,1200 block of 5th St NE,2018/02/22 05:00:00+00,1240,2018/02/22 05:00:00+00,2018,2,5D,Ward 6,Sexual Orientation,,ADW,806786,400043.22,137591.18,38.90617864,-76.99950171,,,MPD,2024/02/16 21:02:52+00,7963,
-8580847.36780091,4712486.31572044,18039188,4200 block of Massachusetts Ave NW,2018/03/01 05:00:00+00,0100,2018/03/10 05:00:00+00,2018,3,2D,Ward 3,Sexual Orientation,,Threats,811199,392798.58,140886.99,38.93583885,-77.0830611,,,MPD,2024/02/16 21:02:52+00,7964,
-8577428.84532631,4708110.7616584,18037611,2400 block of M St NW,2018/03/02 05:00:00+00,2100,2018/03/07 05:00:00+00,2018,3,2D,Ward 2,Religion,Jewish,Theft,803114,395459.12,137490.27,38.90525787,-77.052352,,,MPD,2024/02/16 21:02:52+00,7965,
-8576036.92450229,4709791.18674162,18035915,1700 block of U St NW,2018/03/04 05:00:00+00,1553,2018/03/04 05:00:00+00,2018,3,3D,Ward 2,Sexual Orientation,,Simple Assault,808175,396544.24,138793.64,38.91700401,-77.03984817,,,MPD,2024/02/16 21:02:52+00,7966,
-8571913.09384763,4707718.37469092,18035701,200 block of K St NE,2018/03/04 05:00:00+00,0352,2018/03/04 05:00:00+00,2018,3,5D,Ward 6,Gender Identity/Expression,,Simple Assault,811123,399756.85,137184.47,38.90251482,-77.00280318,,,MPD,2024/02/16 21:02:52+00,7967,
-8568830.58681873,4709831.59283972,18035702,2200 block of New York Ave NE,2018/03/04 05:00:00+00,0345,2018/03/04 05:00:00+00,2018,3,5D,Ward 5,Ethnicity/National Origin,Arab/Middle Eastern,Simple Assault,813064,402158.31,138824.53,38.91728642,-76.97511255,,,MPD,2024/02/16 21:02:52+00,7968,
-8571606.57194294,4703994.90491662,18037412,400 block of M St SE,2018/03/06 05:00:00+00,1230,2018/03/07 05:00:00+00,2018,3,1D,Ward 8,Gender Identity/Expression,,Threats,808481,399995.69193395,134294.38837806,38.87647991,-77.00004965,,,MPD,2024/02/16 21:02:52+00,7969,
-8576262.55025824,4708395.38751743,18042460,1800 block of N St NW,2018/03/16 04:00:00+00,0100,2018/03/16 04:00:00+00,2018,3,2D,Ward 2,Political Affiliation,,ADW,804256,396367.97,137710.67,38.90724754,-77.041875,,,MPD,2024/02/16 21:02:52+00,7970,
-8570299.74348036,4706326.93793671,18042877,200 block of 13th St NE,2018/03/16 04:00:00+00,0001,2018/03/16 04:00:00+00,2018,3,1D,Ward 6,Race,Black,Damage/Defacing/Destruction of Property,810318,401014.12,136104.65,38.89278685,-76.98831021,,,MPD,2024/02/16 21:02:52+00,7971,
-8573564.13586759,4704193.19348738,18044954,1100 block of 4th ST SW,2018/03/20 04:00:00+00,1309,2018/03/20 04:00:00+00,2018,3,1D,Ward 6,Race,Black,Threats,815976,398469.82,134448.47,38.87786661,-77.01763474,,,MPD,2024/02/16 21:02:52+00,7972,
-8576371.36239593,4710650.37664715,18047210,1800 block of Adams Mill Rd NW,2018/03/24 04:00:00+00,1449,2018/03/24 04:00:00+00,2018,3,3D,Ward 1,Race,White,Simple Assault,802257,396284.01,139460.36,38.92300898,-77.04285247,,,MPD,2024/02/16 21:02:52+00,7973,
-8574040.80672698,4707052.68859928,18048869,600 block of 7th St NW,2018/03/27 04:00:00+00,1806,2018/03/27 04:00:00+00,2018,3,1D,Ward 2,Sexual Orientation,,Simple Assault,803715,398098.8,136668.08,38.89786097,-77.02191674,,,MPD,2024/02/16 21:02:52+00,7974,
-8574336.07832531,4705053.52483866,18048916,900 block of L'Enfant Plaza SW,2018/03/27 04:00:00+00,1853,2018/03/27 04:00:00+00,2018,3,1D,Ward 6,Race,White,Simple Assault,816202,397868.29,135116.46,38.88388287,-77.02456921,,,MPD,2024/02/16 21:02:52+00,7975,
-8574154.71728084,4707234.88361202,18052609,700 block of 8th St NW,2018/04/03 04:00:00+00,0701,2018/04/03 04:00:00+00,2018,4,1D,Ward 2,Race,Black,Theft,807877,398010.07,136809.5,38.89913473,-77.02294002,,,MPD,2024/02/16 21:02:52+00,7976,
-8571327.69838389,4708844.83820619,18054104,500 block of Penn St NE,2018/04/04 04:00:00+00,1540,2018/04/04 04:00:00+00,2018,4,5D,Ward 5,Ethnicity/National Origin,Latino/Hispanic,Sexual Abuse,809085,400212.97,138058.6,38.91038929,-76.99754448,,,MPD,2024/02/16 21:02:52+00,7977,
-8574524.82193558,4707554.17776974,18054222,1000 block of New York Ave NW,2018/04/05 04:00:00+00,1746,2018/04/05 04:00:00+00,2018,4,2D,Ward 2,Race,White,Simple Assault,813022,397721.74,137057.37,38.90136694,-77.02626472,,,MPD,2024/02/16 21:02:52+00,7978,
-8574295.72270973,4709943.51256623,18056813,900 block of Florida Ave NW,2018/04/10 04:00:00+00,0305,2018/04/10 04:00:00+00,2018,4,3D,Ward 1,Race,White,Simple Assault,815007,397900.75,138911.35,38.91806867,-77.02420669,,,MPD,2024/02/16 21:02:52+00,7979,
-8577950.17563791,4708168.19238935,18059835,1200 block of 28th ST NW,2018/04/14 04:00:00+00,2156,2018/04/14 04:00:00+00,2018,4,2D,Ward 2,Religion,Muslim,Damage/Defacing/Destruction of Property,810324,395052.94,137535.08,38.90565935,-77.05703519,,,MPD,2024/02/16 21:02:52+00,7980,
-8574317.08355399,4712648.07696628,18060233,3700 block of Georgia Ave NW,2018/04/15 04:00:00+00,1512,2018/04/15 04:00:00+00,2018,4,4D,Ward 4,Sexual Orientation,,Simple Assault,809816,397884.67,141009.47,38.93696915,-77.02439858,,,MPD,2024/02/16 21:02:52+00,7981,
-8574494.35765784,4709869.85032729,18059930,2000 block of 10th St NW,2018/04/15 04:00:00+00,0031,2018/04/15 04:00:00+00,2018,4,3D,Ward 1,Sexual Orientation,,ADW,815400,397745.99,138854.24,38.91755382,-77.02599106,,,MPD,2024/02/16 21:02:52+00,7982,
-8574812.51142521,4707117.47879765,18061553,1200 block of G St NW,2018/04/17 04:00:00+00,2038,2018/04/17 04:00:00+00,2018,4,2D,Ward 2,Ethnicity/National Origin,Black/African,Robbery,812027,397497.46,136718.53,38.89831393,-77.02884908,,,MPD,2024/02/16 21:02:52+00,7983,
-8574093.79541578,4710686.46009064,18063031,2500 block of Georgia Ave NW,2018/04/20 04:00:00+00,1118,2018/04/20 04:00:00+00,2018,4,3D,Ward 1,Race,Black,Damage/Defacing/Destruction of Property,802495,398058.2,139487.72,38.92326116,-77.02239275,,,MPD,2024/02/16 21:02:52+00,7984,
-8576339.65633423,4708167.41229114,18063758,1800 block of M St NW,2018/04/21 04:00:00+00,1432,2018/04/21 04:00:00+00,2018,4,2D,Ward 2,Race,White,Threats,809121,396307.81,137533.79,38.90565389,-77.04256765,,,MPD,2024/02/16 21:02:52+00,7985,
-8571664.66353342,4697425.21018336,18064464,4000 block of 4th ST SE,2018/04/22 04:00:00+00,2111,2018/04/22 04:00:00+00,2018,4,7D,Ward 8,Sexual Orientation,,Threats,811309,399950.37788591,129192.57989332,38.83052062,-77.0005715,,,MPD,2024/02/16 21:02:52+00,7986,
-8575264.16778336,4705809.09576457,18068967,Unit block of 15th St SW,2018/04/30 04:00:00+00,1639,2018/04/30 04:00:00+00,2018,4,2D,Ward 2,Race,Black,Threats,803387,397145.14,135703.17,38.88916612,-77.03290638,,,MPD,2024/02/16 21:02:52+00,7987,
-8575253.06409872,4707229.84367512,18078915,1400 block of New York Ave NW,2018/05/04 04:00:00+00,1630,2018/05/16 04:00:00+00,2018,5,2D,Ward 2,Race,Black,Threats,800698,397154.19,136805.85,38.8990995,-77.03280663,,,MPD,2024/02/16 21:02:52+00,7988,
-8572682.44306812,4696548.71345417,18076135,100 block of Galveston Pl SW,2018/05/11 04:00:00+00,2213,2018/05/12 04:00:00+00,2018,5,7D,Ward 8,Gender Identity/Expression,,Simple Assault,813921,399156.44543717,128511.71982869,38.82438671,-77.00971436,,,MPD,2024/02/16 21:02:52+00,7989,
-8578587.82444125,4707788.78641523,18078733,1000 block of Wisconsin Ave NW,2018/05/16 04:00:00+00,1130,2018/05/16 04:00:00+00,2018,5,2D,Ward 2,Sexual Orientation,,Threats,803006,394555.9,137240.98,38.90300705,-77.06276329,,,MPD,2024/02/16 21:02:52+00,7990,
-8572431.72002073,4703863.20091429,18080901,1200 block of Half St SE,2018/05/19 04:00:00+00,2310,2018/05/20 04:00:00+00,2018,5,1D,Ward 8,Ethnicity/National Origin,Latino/Hispanic,Threats,803104,399352.48879735,134192.16994596,38.87555885,-77.00746208,,,MPD,2024/02/16 21:02:52+00,7991,
-8575345.76018174,4711470.91823388,18080756,1400 block of Irving St NW,2018/05/19 04:00:00+00,2000,2018/05/19 04:00:00+00,2018,5,3D,Ward 1,Sexual Orientation,,Simple Assault,809317,397083.17,140096.59,38.92874335,-77.03363933,,,MPD,2024/02/16 21:02:52+00,7992,
-8575339.27206328,4712579.16502922,18084660,1400 block of Perry Pl NW,2018/05/25 04:00:00+00,1430,2018/05/26 04:00:00+00,2018,5,4D,Ward 1,Sexual Orientation,,Damage/Defacing/Destruction of Property,809898,397088.54,140956.27,38.93648763,-77.03358105,,,MPD,2024/02/16 21:02:52+00,7993,
-8575157.72457083,4708508.54481077,18085566,1300 block of 14th St NW,2018/05/27 04:00:00+00,1828,2018/05/27 04:00:00+00,2018,5,3D,Ward 2,Sexual Orientation,,Simple Assault,802156,397228.83,137798.13,38.90803854,-77.03195018,,,MPD,2024/02/16 21:02:52+00,7994,
-8576518.37188795,4708167.4945547,18085245,1900 block of M St NW,2018/05/27 04:00:00+00,0310,2018/05/27 04:00:00+00,2018,5,2D,Ward 2,Race,Black,Simple Assault,813384,396168.56,137533.92,38.90565447,-77.04417308,,,MPD,2024/02/16 21:02:52+00,7995,
-8571107.23011635,4707548.42881432,18088385,700 block of I St NE,2018/06/01 04:00:00+00,1045,2018/06/01 04:00:00+00,2018,6,1D,Ward 6,Sexual Orientation,,Simple Assault,807025,400384.79,137052.59,38.90132674,-76.99556398,,,MPD,2024/02/16 21:02:52+00,7996,
-8570837.41606276,4710537.00007338,18088713,900 block of Rhode Island Ave NE,2018/06/01 04:00:00+00,1928,2018/06/01 04:00:00+00,2018,6,5D,Ward 5,Ethnicity/National Origin,Latino/Hispanic,Threats,814008,400594.86,139371.55,38.9222166,-76.9931402,,,MPD,2024/02/16 21:02:52+00,7997,
-8570414.45978008,4708206.11971567,18090063,1100 block of Oates St NE,2018/06/04 04:00:00+00,0949,2018/06/04 04:00:00+00,2018,6,5D,Ward 5,Gender Identity/Expression,,Simple Assault,803650,400924.55,137563.02,38.90592447,-76.98934072,,,MPD,2024/02/16 21:02:52+00,7998,
-8573712.18020534,4716331.35263681,18091166,400 block of Peabody St NW,2018/06/05 04:00:00+00,2116,2018/06/05 04:00:00+00,2018,6,4D,Ward 4,Sexual Orientation,,Simple Assault,810754,398356.38,143865.84,38.96270112,-77.01896464,,,MPD,2024/02/16 21:02:52+00,7999,
-8572299.23697561,4715685.50608301,18091675,5600 block of 1st St NE,2018/06/06 04:00:00+00,1736,2018/06/06 04:00:00+00,2018,6,4D,Ward 4,Race,Black,Threats,802341,399456.39,143364.89,38.95818981,-77.00627196,,,MPD,2024/02/16 21:02:52+00,8000,
-8574039.71004477,4706115.44144993,18091886,100 block of 7th St NW,2018/06/07 04:00:00+00,0004,2018/06/07 04:00:00+00,2018,6,1D,Ward 2,Sexual Orientation,,Simple Assault,800112,398099.48,135940.66,38.8913081,-77.02190689,,,MPD,2024/02/16 21:02:52+00,8001,
-8569540.59519029,4705738.53224075,18094124,1600 block of A St SE,2018/06/10 04:00:00+00,1650,2018/06/10 04:00:00+00,2018,6,1D,Ward 7,Race,White,Simple Assault,802308,401605.82591944,135648.04770731,38.88867273,-76.98149067,,,MPD,2024/02/16 21:02:52+00,8002,
-8575775.43790826,4709162.39409631,18094116,1600 block of R St NW,2018/06/10 04:00:00+00,1700,2018/06/10 04:00:00+00,2018,6,3D,Ward 2,Sexual Orientation,,Damage/Defacing/Destruction of Property,812936,396747.75,138305.67,38.91260899,-77.03749919,,,MPD,2024/02/16 21:02:52+00,8003,
-8581095.29610924,4715932.04763797,18097244,5300 block of Wisconsin Ave NW,2018/06/15 04:00:00+00,1423,2018/06/15 04:00:00+00,2018,6,2D,Ward 3,Race,Black,Simple Assault,810971,392607.98,143559.5,38.95991197,-77.08528828,,,MPD,2024/02/16 21:02:52+00,8004,
-8566187.2929391,4706234.14783447,18097663,3800 block of Minnesota Ave NE,2018/06/16 04:00:00+00,0213,2018/06/16 04:00:00+00,2018,6,6D,Ward 7,Sexual Orientation,,Threats,804070,404219.04,136033.69,38.89213808,-76.95136745,,,MPD,2024/02/16 21:02:52+00,8005,
-8575885.12663161,4709003.36591467,18097619,1600 block of 17th St NW,2018/06/16 04:00:00+00,0040,2018/06/16 04:00:00+00,2018,6,3D,Ward 2,Sexual Orientation,,Damage/Defacing/Destruction of Property,808622,396662.24,138182.31,38.9114974,-77.03848454,,,MPD,2024/02/16 21:02:52+00,8006,
