ADDRESS,DATE_OF_OFFENSE,TIME_OF_OFFENSE,DATE_OFFENSE_RECORDED,REPORT_YEAR,MONTH,POLICE_DISTRICT,WARD,TYPE_OF_HATE_BIAS,TARGETED_GROUP,TOP_OFFENSE_TYPE,MAR_LATITUDE,MAR_LONGITUDE,YEAR,DAY_OF_WEEK,MONTH_NAME
600 block of Florida Ave NW,2020-05-12 04:00:00+00:00,0410,2020/05/12 04:00:00+00,2020,5,3D,Ward 2,Sexual Orientation,,Simple Assault,38.91559392,-77.02031712,2020,Tuesday,May
1600 block of Connecticut Ave NW,2016-05-30 04:00:00+00:00,1138,2016/05/20 04:00:00+00,2016,5,2D,Ward 2,Ethnicity/National Origin,Arab/Middle Eastern,Damage/Defacing/Destruction of Property,38.90992743,-77.04360696,2016,Monday,May
1700 block of 16th St NW,2016-06-15 04:00:00+00:00,0726,2016/06/15 04:00:00+00,2016,6,3D,Ward 2,Religion,Jewish,Damage/Defacing/Destruction of Property,38.91297747,-77.03651274,2016,Wednesday,June
5200 block of 42nd St NW,2016-07-06 04:00:00+00:00,2015-2019,2016/07/06 04:00:00+00,2016,7,2D,Ward 3,Race,White,Threats,38.95752576,-77.08202319,2016,Wednesday,July
1300 block of K St NW,2019-05-08 04:00:00+00:00,1646,2019/05/14 04:00:00+00,2019,5,2D,Ward 2,Race,Black,Threats,38.90252097,-77.0307907,2019,Wednesday,May
2000 block of Georgia Ave NW,2019-05-15 04:00:00+00:00,1724,2019/05/15 04:00:00+00,2019,5,3D,Ward 1,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,38.91701037,-77.02189472,2019,Wednesday,May
1400 block of L St NW,2019-06-08 04:00:00+00:00,1918,2019/06/08 04:00:00+00,2019,6,2D,Ward 2,Sexual Orientation,,Simple Assault,38.90373744,-77.03251351,2019,Saturday,June
400 block of Hamilton St NW,2017-03-01 05:00:00+00:00,1700,2017/07/07 04:00:00+00,2017,7,4D,Ward 4,Race,Black,Damage/Defacing/Destruction of Property,38.95317151,-77.0186633,2017,Wednesday,March
Unit block of Galveston ST SW,2017-03-19 04:00:00+00:00,1509,2017/03/20 04:00:00+00,2017,3,7D,Ward 8,Sexual Orientation,,Threats,38.82360132,-77.00888996,2017,Sunday,March
1300 block of Perry Pl NW,2017-04-08 04:00:00+00:00,1930,2017/04/09 04:00:00+00,2017,4,4D,Ward 1,Gender Identity/Expression,,ADW,38.93601573,-77.03180113,2017,Saturday,April
500 block of F St NW,2017-04-23 04:00:00+00:00,0203,2017/04/23 04:00:00+00,2017,4,1D,Ward 2,Race,Black,Simple Assault,38.89733298,-77.01941471,2017,Sunday,April
1800 block of Kenyon St NW,2017-05-05 04:00:00+00:00,2300,2017/05/07 04:00:00+00,2017,5,3D,Ward 1,Race,Black,Damage/Defacing/Destruction of Property,38.92969409,-77.04198748,2017,Friday,May
1200 block of 23rd St NW,2017-05-08 04:00:00+00:00,2117,2017/05/09 04:00:00+00,2017,5,2D,Ward 2,Sexual Orientation,,Threats,38.90625455,-77.0501035,2017,Monday,May
2100 block of 36th Pl SE,2017-06-01 04:00:00+00:00,1701,2017/06/01 04:00:00+00,2017,6,6D,Ward 7,Race,Black,Displaying Symbols,38.86483164,-76.95650852,2017,Thursday,June
800 block of Florida Ave NE,2017-06-14 04:00:00+00:00,1844,2017/06/14 04:00:00+00,2017,6,5D,Ward 6,Race,Black,Damage/Defacing/Destruction of Property,38.90451601,-76.99432777,2017,Wednesday,June
900 block of U St NW,2017-06-18 04:00:00+00:00,0139,2017/06/18 04:00:00+00,2017,6,3D,Ward 1,Race,Black,Simple Assault,38.91699641,-77.02463447,2017,Sunday,June
200 block of Q St NW,2017-07-09 04:00:00+00:00,0001,2017/07/09 04:00:00+00,2017,7,3D,Ward 5,Sexual Orientation,,Threats,38.9111208,-77.01367272,2017,Sunday,July
900 block of Constitution Ave NE,2017-07-20 04:00:00+00:00,1030,2017/07/20 04:00:00+00,2017,7,1D,Ward 6,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,38.89201414,-76.99320293,2017,Thursday,July
1200 block of 18th ST NW,2017-07-30 04:00:00+00:00,2339,2017/07/31 04:00:00+00,2017,7,2D,Ward 2,Sexual Orientation,,ADW,38.90606355,-77.04168338,2017,Sunday,July
1500 block of Newton St NW,2017-08-06 04:00:00+00:00,1414,2017/08/06 04:00:00+00,2017,8,4D,Ward 1,Sexual Orientation,,Threats,38.93256737,-77.03460084,2017,Sunday,August
3500 block of Georgia Ave NW,2017-08-18 04:00:00+00:00,0950,2017/08/18 04:00:00+00,2017,8,4D,Ward 1,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,38.93332946,-77.02384533,2017,Friday,August
1900 block of 9th St NW,2017-09-10 04:00:00+00:00,0315,2017/09/10 04:00:00+00,2017,9,3D,Ward 1,Race,Black,Threats,38.9162802,-77.02396659,2017,Sunday,September
Unit block of H St NW,2017-09-15 04:00:00+00:00,1230,2017/09/15 04:00:00+00,2017,9,1D,Ward 6,Disability,,Simple Assault,38.90020742,-77.01061888,2017,Friday,September
1300 block of Pennsylvania Ave NW,2020-11-14 05:00:00+00:00,2011,2020/11/15 05:00:00+00,2020,11,2D,Ward 2,Political Affiliation,,Riot Act,38.89550632,-77.03019631,2020,Saturday,November
1600 block of 16th ST NW,2021-01-16 05:00:00+00:00,1933,2021/01/16 05:00:00+00,2021,1,3D,Ward 2,Race,Black,Threats,38.91149641,-77.03651636,2021,Saturday,January
4800 block of Massachusetts Ave NW,2016-09-24 04:00:00+00:00,1000-1030,2016/09/24 04:00:00+00,2016,9,2D,Ward 3,Religion,Jewish,Threats,38.94512631,-77.09578162,2016,Saturday,September
100 block T St NE,2024-02-14 05:00:00+00:00,0141,2024/02/14 05:00:00+00,2024,2,5D,Ward 5,Gender Identity/Expression,,ADW,38.91556426,-77.00429819,2024,Wednesday,February
18th St NW and Connecticut Ave NW,2024-02-14 05:00:00+00:00,1023,2024/02/14 05:00:00+00,2024,2,2D,Ward 2,Race,Black,Simple Assault,38.90645968,-77.04159094,2024,Wednesday,February
31st St NW and M St NW,2024-02-14 05:00:00+00:00,1715,2024/02/14 05:00:00+00,2024,2,2D,Ward 2,Race,Black,Simple Assault,38.90519048,-77.06118434,2024,Wednesday,February
400 block Michigan Ave NE,2024-02-15 05:00:00+00:00,1030,2024/02/15 05:00:00+00,2024,2,4D,Ward 5,Religion,Catholic,Damage/Defacing/Destruction of Property,38.93196713,-76.99912404,2024,Thursday,February
200 block M St NE,2024-02-20 05:00:00+00:00,1737,2024/02/20 05:00:00+00,2024,2,5D,Ward 6,Sexual Orientation,,Simple Assault,38.90564363,-77.00447272,2024,Tuesday,February
2700 block Martin Luther King Jr Ave SE,2024-02-20 05:00:00+00:00,1725,2024/02/20 05:00:00+00,2024,2,7D,Ward 8,Gender Identity/Expression,,Simple Assault,,,2024,Tuesday,February
900 block 17th St NE,2024-02-20 05:00:00+00:00,1800,2024/02/20 05:00:00+00,2024,2,5D,Ward 5,Ethnicity/National Origin,Hispanic,Threats,38.90137764,-76.97899292,2024,Tuesday,February
900 block Wesley Pl SW,2024-02-25 05:00:00+00:00,1600,2024/02/25 05:00:00+00,2024,2,1D,Ward 6,Ethnicity/National Origin,Taiwanese,Threats,38.87884621,-77.01623236,2024,Sunday,February
Buchanan St NW and Georgia Ave NW,2024-02-26 05:00:00+00:00,1744,2024/02/26 05:00:00+00,2024,2,4D,Ward 4,Ethnicity/National Origin,Jewish,Displaying Symbols,38.94612542,-77.02660006,2024,Monday,February
600 block New Jersey Ave NW,2024-03-12 04:00:00+00:00,0359,2024/03/14 04:00:00+00,2024,3,1D,Ward 6,Ethnicity/National Origin,Jewish,Displaying Symbols,38.89805103,-77.01212675,2024,Tuesday,March
200 block East Capitol St NE,2024-02-02 05:00:00+00:00,1650,2024/02/02 05:00:00+00,2024,2,1D,Ward 6,Ethnicity/National Origin,Jewish,Displaying Symbols,38.88980753,-77.00277732,2024,Friday,February
8000 block 16th St NW,2024-03-16 04:00:00+00:00,1600,2024/03/22 04:00:00+00,2024,3,4D,Ward 4,Ethnicity/National Origin,Israeli,Damage/Defacing/Destruction of Property,38.98926418,-77.03632583,2024,Saturday,March
"700 block 24th St NW
",2024-01-01 05:00:00+00:00,"1858
",2024/01/02 05:00:00+00,2024,1,2D,Ward 2,Ethnicity/National Origin,African,ADW,38.89895135,-77.05142894,2024,Monday,January
3100 block 16th St NW,2024-03-02 05:00:00+00:00,1450,2024/03/02 05:00:00+00,2024,3,3D,Ward 1,Gender Identity/Expression,,Threats,38.92892645,-77.03647512,2024,Saturday,March
400 block Rhode Island Ave NE,2024-07-03 04:00:00+00:00,1716,2024/07/03 04:00:00+00,2024,7,5D,Ward 5,Sexual Orientation,,Simple Assault,38.91994103,-77.00004728,2024,Wednesday,July
400 block I St NW,2024-07-03 04:00:00+00:00,1848,2024/07/03 04:00:00+00,2024,7,1D,Ward 6,Race,Black,Simple Assault,38.90132344,-77.01691448,2024,Wednesday,July
1700 block Columbia Rd NW,2024-07-08 04:00:00+00:00,0227,2024/07/08 04:00:00+00,2024,7,3D,Ward 1,Sexual Orientation,,Threats,38.92465629,-77.03965317,2024,Monday,July
2000 block Fenwick St NE,2024-08-17 04:00:00+00:00,0216,2024/08/17 04:00:00+00,2024,8,5D,Ward 5,Race,Black,Simple Assault,38.91514439,-76.98494744,2024,Saturday,August
3300 block Wisconsin Ave NW,2024-07-15 04:00:00+00:00,2048,2024/07/15 04:00:00+00,2024,7,2D,Ward 3,Race,Black,Simple Assault,38.93406237,-77.07242173,2024,Monday,July
1600 block Marion St NW,2024-07-14 04:00:00+00:00,1812,2024/07/14 04:00:00+00,2024,7,3D,Ward 2,Religion,Muslim,Simple Assault,38.9118894,-77.02092381,2024,Sunday,July
900 block L St NW,2024-07-19 04:00:00+00:00,1811,2024/07/19 04:00:00+00,2024,7,3D,Ward 2,Ethnicity/National Origin,Oromo,ADW,38.90416476,-77.02499977,2024,Friday,July
1300 block Fairmont St NW,2024-07-20 04:00:00+00:00,1335,2024/07/20 04:00:00+00,2024,7,3D,Ward 1,Sexual Orientation,,Threats,38.9247535,-77.03097686,2024,Saturday,July
3800 block Newark St NW,2024-07-21 04:00:00+00:00,0800,2024/07/21 04:00:00+00,2024,7,2D,Ward 3,Ethnicity/National Origin,Israeli,Damage/Defacing/Destruction of Property,38.9356903,-77.07590975,2024,Sunday,July
4100 block Wisconsin Ave NW,2024-07-24 04:00:00+00:00,0645,2024/07/24 04:00:00+00,2024,7,2D,Ward 3,Race,Black,Simple Assault,38.94268909,-77.07676746,2024,Wednesday,July
Unit block Rhode Island Ave NW,2024-07-26 04:00:00+00:00,0700,2024/07/26 04:00:00+00,2024,7,3D,Ward 5,Ethnicity/National Origin,Israeli,Damage/Defacing/Destruction of Property,38.91624756,-77.01155215,2024,Friday,July
1100 block U St NW,2024-07-30 04:00:00+00:00,0033,2024/07/30 04:00:00+00,2024,7,3D,Ward 1,Sexual Orientation,,Robbery,38.91699891,-77.0275601,2024,Tuesday,July
11th St NW & U ST NW,2024-06-28 04:00:00+00:00,0000,2024/07/01 04:00:00+00,2024,7,3D,ward 1,Sexual Orientation,,Simple Assault,38.91699891,-77.0275601,2024,Friday,June
3000 block 11th St NW,2024-08-18 04:00:00+00:00,0035,2024/08/17 04:00:00+00,2024,8,3D,Ward 1,Sexual Orientation,,Robbery,38.92821809,-77.02739122,2024,Sunday,August
3500 block Ames St NE,2024-08-19 04:00:00+00:00,0603,2024/08/19 04:00:00+00,2024,8,6D,Ward 7,Sexual Orientation,,Threats,38.89068157,-76.95440895,2024,Monday,August
8th St NW & V St NW,2024-08-21 04:00:00+00:00,2250,2024/08/22 04:00:00+00,2024,8,3D,Ward 1,Ethnicity/National Origin,Chinese,Threats,38.9177621,-77.02294832,2024,Wednesday,August
39th St NW & S St NW,2024-08-15 04:00:00+00:00,0000,2024/08/23 04:00:00+00,2024,8,2D,Ward 2,Ethnicity/National Origin,Israeli,Damage/Defacing/Destruction of Property,38.9144052,-77.0755903,2024,Thursday,August
1700 block Trinidad Ave NE,2024-09-02 04:00:00+00:00,0634,2024/09/02 04:00:00+00,2024,9,5D,Ward 5,Sexual Orientation,,Threats,38.90811345,-76.98283153,2024,Monday,September
800 block Rhode Island Ave NE,2024-08-31 04:00:00+00:00,0001,2024/09/04 04:00:00+00,2024,9,5D,Ward 5,Ethnicity/National Origin,Israeli,Damage/Defacing/Destruction of Property,38.92184498,-76.99431474,2024,Saturday,August
1200 block 14th St NW,2024-09-05 04:00:00+00:00,0051,2024/09/05 04:00:00+00,2024,9,2D,Ward 2,Religion; Ethnicity/National Origin,Muslim; Middle Eastern,Simple Assault,38.90661441,-77.03195208,2024,Thursday,September
600 block Alabama Ave SE,2024-09-07 04:00:00+00:00,1931,2024/09/07 04:00:00+00,2024,9,7D,Ward 8,Ethnicity/National Origin,Hispanic,Simple Assault,38.84326971,-76.99679322,2024,Saturday,September
10th St NW & French St NW,2024-09-09 04:00:00+00:00,2201,2024/09/09 04:00:00+00,2024,9,3D,Ward 2,Race,Black,Damage/Defacing/Destruction of Property,38.91333693,-77.0259901,2024,Monday,September
2700 block 14th St NW,2024-09-06 04:00:00+00:00,1009,2024/09/06 04:00:00+00,2024,9,3D,Ward 1,Gender Identity/Expression,,Threats,38.92562153,-77.03232779,2024,Friday,September
3000 block 14th ST NW,2024-09-14 04:00:00+00:00,0230,2024/09/14 04:00:00+00,2024,9,4D,Ward 1,Ethnicity/National Origin,Hispanic,ADW,38.9281718,-77.03259028,2024,Saturday,September
2400 block 18th St NW,2024-09-15 04:00:00+00:00,1442,2024/09/15 04:00:00+00,2024,9,3D,Ward 1,Race; Sexual Orientation,White,Threats,38.92162305,-77.04236546,2024,Sunday,September
1800 block Florida Ave NW,2024-09-16 04:00:00+00:00,1000,2024/09/17 04:00:00+00,2024,9,2D,Ward 1/Ward 2,Ethnicity/National Origin,Hispanic,Simple Assault,38.91633788,-77.04254901,2024,Monday,September
1300 block New York Ave NW,2024-09-18 04:00:00+00:00,1128,2024/09/18 04:00:00+00,2024,9,2D,Ward 2,Race,Black,Simple Assault,38.89967694,-77.03114039,2024,Wednesday,September
2300 block Pennsylvania Ave NW,2024-09-20 04:00:00+00:00,1350,2024/09/20 04:00:00+00,2024,9,2D,Ward 2,Race,Black,Simple Assault,38.90285627,-77.05106964,2024,Friday,September
1400 block Columbia Rd NW,2024-09-21 04:00:00+00:00,0729,2024/09/21 04:00:00+00,2024,9,3D,Ward 1,Ethnicity/National Origin,Hispanic,Simple Assault,38.92742558,-77.03407926,2024,Saturday,September
2300 block 18th St NW,2024-09-21 04:00:00+00:00,0130,2024/09/21 04:00:00+00,2024,9,3D,Ward 1,Ethnicity/National Origin,Indian; Middle Eastern,Simple Assault,38.92012523,-77.04185915,2024,Saturday,September
31st St NW & M St NW,2024-09-22 04:00:00+00:00,2330,2024/09/23 04:00:00+00,2024,9,2D,Ward 2,Ethnicity/National Origin,Middle Eastern,Damage/Defacing/Destruction of Property,38.90519048,-77.06118434,2024,Sunday,September
3100 block 14th St NW,2024-09-23 04:00:00+00:00,1758,2024/09/23 04:00:00+00,2024,9,3D,Ward 1,Ethnicity/National Origin,Hispanic,Threats,38.92951689,-77.03272986,2024,Monday,September
1700 block Lanier Pl NW,2024-09-24 04:00:00+00:00,0650,2024/09/24 04:00:00+00,2024,9,3D,Ward 1,Ethnicity/National Origin,African,Threats,38.92431041,-77.04236049,2024,Tuesday,September
1300 block U St NW,2024-09-24 04:00:00+00:00,2043,2024/09/25 04:00:00+00,2024,9,3D,Ward 1,Gender Identity/Expression,,Threats,38.91700008,-77.03078611,2024,Tuesday,September
1800 block 7th St NW,2024-09-25 04:00:00+00:00,1433,2024/09/24 04:00:00+00,2024,9,3D,Ward 1,Ethnicity/National Origin,Hispanic,Simple Assault,38.91483008,-77.02191815,2024,Wednesday,September
14th St NW and U St NW,2013-01-01 05:00:00+00:00,0115-1100,2013/01/03 05:00:00+00,2013,1,3D,Ward 1/Ward 2,Gender Identity/Expression,,Threats,38.91699779,-77.03195074,2013,Tuesday,January
1000 block of Independence Ave SW,2012-03-08 05:00:00+00:00,1655-1730,2012/03/20 04:00:00+00,2012,3,1D,Ward 2/Ward 6,Sexual Orientation,,Threats,38.88756585,-77.02705334,2012,Thursday,March
1500 block of Benning Rd NE,2016-07-12 04:00:00+00:00,1035-1050,2016/07/12 04:00:00+00,2016,7,5D,Ward 5/Ward 7,Gender Identity/Expression,,Threats,38.89997642,-76.98246021,2016,Tuesday,July
Unit block of New York Ave NE,2019-03-10 05:00:00+00:00,0404,2019/03/10 05:00:00+00,2019,3,5D,Ward 5/Ward 6,Sexual Orientation,,Simple Assault,38.90790025,-77.00746971,2019,Sunday,March
18th St NW and Columbia Rd NW,2024-01-23 05:00:00+00:00,0752,2024/01/23 05:00:00+00,2024,1,3D,Ward 1,Ethnicity/National Origin,Israeli,Deface Private/Public Property,38.92266078,-77.04268424,2024,Tuesday,January
600 block I St NW,2024-01-29 05:00:00+00:00,1710,2024/01/29 05:00:00+00,2024,1,1D,Ward 2,Ethnicity/National Origin,Jewish,Deface Private/Public Property,38.90086787,-77.02090986,2024,Monday,January
100 block Rhode Island Ave NW,2024-01-10 05:00:00+00:00,2300,2024/01/11 05:00:00+00,2024,1,3D,Ward 5,Gender Identity/Expression,,Simple Assault,38.91564565,-77.01240844,2024,Wednesday,January
100 block Q St NE,2024-01-18 05:00:00+00:00,0125,2024/01/18 05:00:00+00,2024,1,5D,Ward 5,Gender Identity/Expression,,,38.91111435,-77.00566814,2024,Thursday,January
1100 block 17th St NE,2024-01-17 05:00:00+00:00,1805,2024/01/18 05:00:00+00,2024,1,2D,Ward 5,Race,Black,Simple Assault,38.9040424,-76.97899041,2024,Wednesday,January
3300 block M St NW,2024-01-19 05:00:00+00:00,1425,2024/01/19 05:00:00+00,2024,1,2D,Ward 2,Race,Black,ADW,38.90508837,-77.06693574,2024,Friday,January
600 block 13th St NW,2024-01-19 05:00:00+00:00,1450,2024/01/19 05:00:00+00,2024,1,2D,Ward 2,Race,White,Threats,38.89782585,-77.02961894,2024,Friday,January
1800 block Connecticut Ave NW,2024-01-28 05:00:00+00:00,1017,2024/01/28 05:00:00+00,2024,1,2D,Ward 2,Religion,Jewish,Simple Assault,38.91422895,-77.04610007,2024,Sunday,January
1700 block P St NW,2024-01-06 05:00:00+00:00,2236,2024/01/06 05:00:00+00,2024,1,2D,Ward 2,Sexual Orientation,,Threats,38.90964547,-77.04008007,2024,Saturday,January
3100 block Mount Pleasant St NW,2024-01-29 05:00:00+00:00,1145,2024/01/29 05:00:00+00,2024,1,3D,Ward 1,Sexual Orientation,,Threats,38.92932598,-77.03758745,2024,Monday,January
500 block 23rd St NW,2024-03-05 05:00:00+00:00,1315,2024/03/05 05:00:00+00,2024,3,2D,Ward 2,Race,Asian,Simple Assault,38.89667182,-77.05011787,2024,Tuesday,March
2500 block 10th St NE,2024-03-04 05:00:00+00:00,2332,2024/03/05 05:00:00+00,2024,3,5D,Ward 5,Sexual Orientation,,Simple Assault,38.92297281,-76.99242827,2024,Monday,March
800 block V St NW,2024-03-17 04:00:00+00:00,0218,2024/03/17 04:00:00+00,2024,3,3D,Ward 1,Sexual Orientation,,Simple Assault,38.91776245,-77.02344588,2024,Sunday,March
400 block Sheridan St NW,2024-03-11 04:00:00+00:00,1130,2024/03/11 04:00:00+00,2024,3,4D,Ward 4,Sexual Orientation; Ethnicity/National Origin,Jewish; Non-European,Threats,38.96613237,-77.01896751,2024,Monday,March
2800 block Georgia Ave NW,2024-03-05 05:00:00+00:00,0101,2024/03/05 05:00:00+00,2024,3,3D,Ward 1,Gender Identity/Expression,,Threats,,,2024,Tuesday,March
Canal Rd NW & Foxhall Rd NW,2024-06-02 04:00:00+00:00,1130,2024/06/02 04:00:00+00,2024,6,2D,Ward 3,Race,Black,Damage/Defacing/Destruction of Property,38.90595423,-77.07917101,2024,Sunday,June
200 block M St NE,2024-06-05 04:00:00+00:00,0042,2024/06/05 04:00:00+00,2024,6,5D,Ward 6,Gender Identity/Expression,,Threats,38.90564594,-77.00255001,2024,Wednesday,June
2100 block P St NW,2024-06-07 04:00:00+00:00,0110,2024/06/04 04:00:00+00,2024,6,2D,Ward 2,Gender Identity/Expression,,Simple Assault,38.90963684,-77.04771599,2024,Friday,June
2500 block Virginia Ave NW,2024-06-06 04:00:00+00:00,1948,2024/06/06 04:00:00+00,2024,6,2D,Ward 2,Ethnicity/National Origin,Colombian,Simple Assault,38.89977437,-77.05495496,2024,Thursday,June
14th St NW and Irving St NW,2024-06-06 04:00:00+00:00,1340,2024/06/07 04:00:00+00,2024,6,3D,Ward 1,Ethnicity/National Origin,Hispanic,Simple Assault,38.92880662,-77.03264109,2024,Thursday,June
1600 block 17th St SE,2024-06-08 04:00:00+00:00,0551,2024/06/08 04:00:00+00,2024,6,6D,Ward 8,Race,White,Burglary,38.87010871,-76.98077735,2024,Saturday,June
2000 block Wisconsin Ave NW,2024-06-10 04:00:00+00:00,1322,2024/06/10 04:00:00+00,2024,6,2D,Ward 2,Race,Black,Simple Assault,38.91682912,-77.06864169,2024,Monday,June
700 block 11th St NW,2024-06-12 04:00:00+00:00,1250,2024/06/12 04:00:00+00,2024,6,2D,Ward 2,Race,White,Simple Assault,38.8990662,-77.02703499,2024,Wednesday,June
3900 block Minnesota Ave NE,2024-06-12 04:00:00+00:00,1939,2024/06/12 04:00:00+00,2024,6,6D,Ward 7,Sexual Orientation,,Simple Assault,38.8935443,-76.95033389,2024,Wednesday,June
Unit block Kennedy St NW,2024-06-12 04:00:00+00:00,1530,2024/06/12 04:00:00+00,2024,6,4D,Ward 4,Ethnicity/National Origin,African,Damage/Defacing/Destruction of Property,,,2024,Wednesday,June
1900 block 19th St NW,2024-06-12 04:00:00+00:00,2300,2024/06/13 04:00:00+00,2024,6,3D,Ward 2,Sexual Orientation,,Simple Assault,38.91573067,-77.04342348,2024,Wednesday,June
700 block Kenilworth Ave NE,2024-06-14 04:00:00+00:00,1653,2024/06/14 04:00:00+00,2024,6,6D,Ward 7,Sexual Orientation,,Simple Assault,38.89893998,-76.94836792,2024,Friday,June
3000 block 14th ST NW,2024-06-15 04:00:00+00:00,1800,2024/06/15 04:00:00+00,2024,6,3D,Ward 1,Ethnicity/National Origin,Unspecified,Threats,38.9281718,-77.03259028,2024,Saturday,June
8th St NE & H St NE,2024-06-25 04:00:00+00:00,1315,2024/06/25 04:00:00+00,2024,6,1D,Ward 6,Gender Identity/Expression,,ADW,38.90020302,-76.99496078,2024,Tuesday,June
1700 block Desales St NW,2024-06-22 04:00:00+00:00,2350,2024/06/23 04:00:00+00,2024,6,2D,Ward 2,Ethnicity/National Origin,Palestinian,Simple Assault,38.90475529,-77.03954641,2024,Saturday,June
1100 block Connecticut Ave NW,2024-06-22 04:00:00+00:00,2359,2024/06/23 04:00:00+00,2024,6,2D,Ward 2,Ethnicity/National Origin,Palestinian,Simple Assault,38.90423795,-77.0402985,2024,Saturday,June
500 block of Georgia Ave NW,2021-05-10 04:00:00+00:00,0329,2021/05/10 04:00:00+00,2021,5,4D,,Ethnicity/National Origin,Ethiopian,ADW,,,2021,Monday,May
1300 block of 14th St NE,2021-05-04 04:00:00+00:00,1346,2021/05/04 04:00:00+00,2021,5,5D,,Ethnicity/National Origin,Chinese,Simple Assault,,,2021,Tuesday,May
2400 block of Minnesota Ave NE,2019-10-14 04:00:00+00:00,1608,2019/10/14 04:00:00+00,2019,10,6D,,Race,White,Simple Assault,,,2019,Monday,October
7700 block of Eastern Ave NE,2019-09-17 04:00:00+00:00,0920,2019/09/17 04:00:00+00,2019,9,4D,,Gender Identity/Expression,,Robbery,,,2019,Tuesday,September
900 block of Eastern Ave NW,2019-02-27 05:00:00+00:00,1240,2019/02/27 05:00:00+00,2019,2,6D,,Gender Identity/Expression,,ADW,,,2019,Wednesday,February
1500 block of 2nd St NW,2017-09-16 04:00:00+00:00,1812,2017/09/16 04:00:00+00,2017,9,1D,,Sexual Orientation,,ADW,,,2017,Saturday,September
4300 block of Prospect St NW,2016-10-31 04:00:00+00:00,2246,2016/11/01 04:00:00+00,2016,11,2D,,Sexual Orientation,,Robbery,,,2016,Monday,October
